"SCHOOLID","Public","TCSHORT","STRATIO","STIDSTD","Female","LangAtHome","PARED","HOMEPOS","IMMIG","PV1MATH","cycle"
57,1,0.9454,13.638,1658,0,1,14,-0.5,1,444.9369,3
105,1,-1.0911,22.765,3206,1,0,12,-0.66,0,424.6066,3
65,1,-1.0911,24.893,1910,1,1,16,0.02,1,304.7282,3
3,1,0.7093,15.16,79,0,1,16,0.02,1,535.2158,3
99,1,-1.0911,26.173,3005,0,0,9,-0.16,0,417.3625,3
142,0,-1.0911,12.765,4378,1,1,12,0.87,1,409.9626,3
28,1,-1.0911,20.25,776,0,1,16,0.62,1,440.4191,3
18,1,1.4526,29.152,507,1,0,9,-1.2476,0,400.5375,3
24,1,-1.0911,13.115,694,1,1,16,0.87,1,558.0386,3
121,1,0.4567,13.658,3735,1,1,14,-1.36,1,399.8364,3
155,1,-1.0911,17.178,4803,1,1,12,1.91,1,429.5139,3
51,1,0.7093,17.4,1469,0,1,12,-2.06,1,428.6571,3
161,1,-1.0911,16.796,4935,1,1,16,0.2,1,432.4739,3
140,1,-1.0911,11.145,4313,0,1,16,0.41,1,529.8411,3
140,1,-1.0911,11.145,4306,1,1,16,0.41,1,512.7045,3
138,1,-1.0911,15.229,4233,1,1,12,-0.16,1,503.9025,3
146,1,-1.0911,19.844,4482,1,0,6,-0.5,0,468.305,3
65,1,-1.0911,24.893,1917,1,1,14,-1.63,1,490.6605,3
92,1,-1.0911,17.701,2788,0,1,16,0.2,0,702.22,3
22,1,-1.0911,14.525,631,1,1,12,-0.16,1,512.7824,3
27,1,-1.0911,15.366,738,0,1,14,1.15,1,362.3695,3
140,1,-1.0911,11.145,4286,1,1,12,0.2,1,510.3677,3
116,0,1.1868,11.225,3573,1,1,16,3.77,1,599.1665,3
